SampleNumber ,UNIXTimestamp,HeartRate,BloodOxygen,BodyTemp
25733,1.62E+12,0,0,0
25734,1.62E+12,0,0,0
25735,1.62E+12,0,0,0
25736,1.62E+12,0,0,0
25737,1.62E+12,0,0,0
25738,1.62E+12,0,0,0
25739,1.62E+12,0,0,0
25740,1.62E+12,0,0,0
25741,1.62E+12,0,0,0
25742,1.62E+12,0,0,0
25743,1.62E+12,0,0,0
25744,1.62E+12,0,0,0
25745,1.62E+12,0,0,0
25746,1.62E+12,0,0,0
25747,1.62E+12,0,0,0
25748,1.62E+12,0,0,0
25749,1.62E+12,0,0,0
25750,1.62E+12,0,0,0
25751,1.62E+12,0,0,0
25752,1.62E+12,0,0,0
25753,1.62E+12,0,0,0
25754,1.62E+12,0,0,0
25755,1.62E+12,0,0,0
25756,1.62E+12,0,0,0
25757,1.62E+12,0,0,0
25758,1.62E+12,0,0,0
25759,1.62E+12,0,0,0
25760,1.62E+12,0,0,0
25761,1.62E+12,0,0,0
25762,1.62E+12,0,0,0
25763,1.62E+12,0,0,0
25764,1.62E+12,0,0,0
25765,1.62E+12,0,0,0
25766,1.62E+12,0,0,0
25767,1.62E+12,0,0,0
25768,1.62E+12,0,0,0
25769,1.62E+12,0,0,0
25770,1.62E+12,0,0,0
25771,1.62E+12,0,0,0
25772,1.62E+12,0,0,0
25773,1.62E+12,0,0,0
25774,1.62E+12,0,0,0
25775,1.62E+12,0,0,0
25776,1.62E+12,0,0,0
25777,1.62E+12,0,0,0
25778,1.62E+12,0,0,0
25779,1.62E+12,0,0,0
25780,1.62E+12,0,0,0
25781,1.62E+12,0,0,0
25782,1.62E+12,0,0,0
25783,1.62E+12,0,0,0
25784,1.62E+12,0,0,0
25785,1.62E+12,0,0,0
25786,1.62E+12,0,0,0
25787,1.62E+12,0,0,0
25788,1.62E+12,0,0,0
25789,1.62E+12,0,0,0
25790,1.62E+12,0,0,0
25791,1.62E+12,0,0,0
25792,1.62E+12,0,0,0
25793,1.62E+12,0,0,0
25794,1.62E+12,0,0,0
25795,1.62E+12,0,0,0
25796,1.62E+12,0,0,0
25797,1.62E+12,0,0,0
25798,1.62E+12,0,0,0
25799,1.62E+12,0,0,0
25800,1.62E+12,0,0,0
25801,1.62E+12,0,0,0
25802,1.62E+12,0,0,0
25803,1.62E+12,0,0,0
25804,1.62E+12,0,0,0
25805,1.62E+12,0,0,0
25806,1.62E+12,0,0,0
25807,1.62E+12,0,0,0
25808,1.62E+12,0,0,0
25809,1.62E+12,0,0,0
25810,1.62E+12,0,0,0
25811,1.62E+12,0,0,0
25812,1.62E+12,0,0,0
25813,1.62E+12,0,0,0
25814,1.62E+12,0,0,0
25815,1.62E+12,0,0,0
25816,1.62E+12,0,0,0
25817,1.62E+12,0,0,0
25818,1.62E+12,0,0,0
25819,1.62E+12,0,0,0
25820,1.62E+12,0,0,0
25821,1.62E+12,0,0,0
25822,1.62E+12,0,0,0
25823,1.62E+12,0,0,0
25824,1.62E+12,0,0,0
25825,1.62E+12,0,0,0
25826,1.62E+12,0,0,0
25827,1.62E+12,0,0,0
25828,1.62E+12,0,0,0
25829,1.62E+12,0,0,0
25830,1.62E+12,0,0,0
25831,1.62E+12,0,0,0
25832,1.62E+12,0,0,0
25833,1.62E+12,0,0,0
25834,1.62E+12,0,0,0
25835,1.62E+12,0,0,0
25836,1.62E+12,0,0,0
25837,1.62E+12,0,0,0
25838,1.62E+12,0,0,0
25839,1.62E+12,0,0,0
25840,1.62E+12,0,0,0
25841,1.62E+12,0,0,0
25842,1.62E+12,0,0,0
25843,1.62E+12,0,0,0
25844,1.62E+12,0,0,0
25845,1.62E+12,0,0,0
25846,1.62E+12,0,0,0
25847,1.62E+12,0,0,0
25848,1.62E+12,0,0,0
25849,1.62E+12,0,0,0
25850,1.62E+12,0,0,0
25851,1.62E+12,0,0,0
25852,1.62E+12,0,0,0
25853,1.62E+12,0,0,0
25854,1.62E+12,0,0,0
25855,1.62E+12,0,0,0
25856,1.62E+12,0,0,0
25857,1.62E+12,0,0,0
25858,1.62E+12,0,0,0
25859,1.62E+12,0,0,0
25860,1.62E+12,0,0,0
25861,1.62E+12,0,0,0
25862,1.62E+12,0,0,0
25863,1.62E+12,0,0,0
25864,1.62E+12,0,0,0
25865,1.62E+12,0,0,0
25866,1.62E+12,0,0,0
25867,1.62E+12,0,0,0
25868,1.62E+12,0,0,0
25869,1.62E+12,0,0,0
25870,1.62E+12,0,0,0
25871,1.62E+12,0,0,0
25872,1.62E+12,0,0,0
25873,1.62E+12,0,0,0
25874,1.62E+12,0,0,0
25875,1.62E+12,0,0,0
25876,1.62E+12,0,0,0
25877,1.62E+12,0,0,0
25878,1.62E+12,0,0,0
25879,1.62E+12,0,0,0
25880,1.62E+12,0,0,0
25881,1.62E+12,0,0,0
25882,1.62E+12,0,0,0
25883,1.62E+12,0,0,0
25884,1.62E+12,0,0,0
25885,1.62E+12,0,0,0
25886,1.62E+12,0,0,0
25887,1.62E+12,0,0,0
25888,1.62E+12,0,0,0
25889,1.62E+12,0,0,0
25890,1.62E+12,0,0,0
25891,1.62E+12,0,0,0
25892,1.62E+12,0,0,0
25893,1.62E+12,0,0,0
25894,1.62E+12,0,0,0
25895,1.62E+12,0,0,0
25896,1.62E+12,0,0,0
25897,1.62E+12,0,0,0
25898,1.62E+12,0,0,0
25899,1.62E+12,0,0,0
25900,1.62E+12,0,0,0
25901,1.62E+12,0,0,0
25902,1.62E+12,0,0,0
25903,1.62E+12,0,0,0
25904,1.62E+12,0,0,0
25905,1.62E+12,0,0,0
25906,1.62E+12,0,0,0
25907,1.62E+12,0,0,0
25908,1.62E+12,0,0,0
25909,1.62E+12,0,0,0
25910,1.62E+12,0,0,0
25911,1.62E+12,0,0,0
25912,1.62E+12,0,0,0
25913,1.62E+12,0,0,0
25914,1.62E+12,0,0,0
25915,1.62E+12,0,0,0
25916,1.62E+12,0,0,0
25917,1.62E+12,0,0,0
25918,1.62E+12,0,0,0
25919,1.62E+12,0,0,0
25920,1.62E+12,0,0,0
25921,1.62E+12,0,0,0
25922,1.62E+12,0,0,0
25923,1.62E+12,0,0,0
25924,1.62E+12,0,0,0
25925,1.62E+12,0,0,0
25926,1.62E+12,0,0,0
25927,1.62E+12,0,0,0
25928,1.62E+12,0,0,0
25929,1.62E+12,0,0,0
25930,1.62E+12,0,0,0
25931,1.62E+12,0,0,0
25932,1.62E+12,0,0,0
25933,1.62E+12,0,0,0
25934,1.62E+12,0,0,0
25935,1.62E+12,0,0,0
25936,1.62E+12,0,0,0
25937,1.62E+12,0,0,0
25938,1.62E+12,0,0,0
25939,1.62E+12,0,0,0
25940,1.62E+12,0,0,0
25941,1.62E+12,0,0,0
25942,1.62E+12,0,0,0
25943,1.62E+12,0,0,0
25944,1.62E+12,0,0,0
25945,1.62E+12,0,0,0
25946,1.62E+12,0,0,0
25947,1.62E+12,0,0,0
25948,1.62E+12,0,0,0
25949,1.62E+12,0,0,0
25950,1.62E+12,0,0,0
25951,1.62E+12,0,0,0
25952,1.62E+12,0,0,0
25953,1.62E+12,0,0,0
25954,1.62E+12,0,0,0
25955,1.62E+12,0,0,0
25956,1.62E+12,0,0,0
25957,1.62E+12,0,0,0
25958,1.62E+12,0,0,0
25959,1.62E+12,0,0,0
25960,1.62E+12,0,0,0
25961,1.62E+12,0,0,0
25962,1.62E+12,0,0,0
25963,1.62E+12,0,0,0
25964,1.62E+12,0,0,0
25965,1.62E+12,0,0,0
25966,1.62E+12,0,0,0
25967,1.62E+12,0,0,0
25968,1.62E+12,0,0,0
25969,1.62E+12,0,0,0
25970,1.62E+12,0,0,0
25971,1.62E+12,0,0,0
25972,1.62E+12,0,0,0
25973,1.62E+12,0,0,0
25974,1.62E+12,0,0,0
25975,1.62E+12,0,0,0
25976,1.62E+12,0,0,0
25977,1.62E+12,0,0,0
25978,1.62E+12,0,0,0
25979,1.62E+12,0,0,0
25980,1.62E+12,0,0,0
25981,1.62E+12,0,0,0
25982,1.62E+12,0,0,0
25983,1.62E+12,0,0,0
25984,1.62E+12,0,0,0
25985,1.62E+12,0,0,0
25986,1.62E+12,0,0,0
25987,1.62E+12,0,0,0
25988,1.62E+12,0,0,0
25989,1.62E+12,0,0,0
25990,1.62E+12,0,0,0
25991,1.62E+12,0,0,0
25992,1.62E+12,0,0,0
25993,1.62E+12,0,0,0
25994,1.62E+12,0,0,0
25995,1.62E+12,0,0,0
25996,1.62E+12,0,0,0
25997,1.62E+12,0,0,0
25998,1.62E+12,0,0,0
25999,1.62E+12,0,0,0
26000,1.62E+12,0,0,0
26001,1.62E+12,0,0,0
26002,1.62E+12,0,0,0
26003,1.62E+12,0,0,0
26004,1.62E+12,0,0,0
26005,1.62E+12,0,0,0
26006,1.62E+12,0,0,0
26007,1.62E+12,0,0,0
26008,1.62E+12,0,0,0
26009,1.62E+12,0,0,0
26010,1.62E+12,0,0,0
26011,1.62E+12,0,0,0
26012,1.62E+12,0,0,0
26013,1.62E+12,0,0,0
26014,1.62E+12,0,0,0
26015,1.62E+12,0,0,0
26016,1.62E+12,0,0,0
26017,1.62E+12,0,0,0
26018,1.62E+12,0,0,0
26019,1.62E+12,0,0,0
26020,1.62E+12,0,0,0
26021,1.62E+12,0,0,0
26022,1.62E+12,0,0,0
26023,1.62E+12,0,0,0
26024,1.62E+12,0,0,0
26025,1.62E+12,0,0,0
26026,1.62E+12,0,0,0
26027,1.62E+12,0,0,0
26028,1.62E+12,0,0,0
26029,1.62E+12,0,0,0
26030,1.62E+12,0,0,0
26031,1.62E+12,0,0,0
26032,1.62E+12,0,0,0
26033,1.62E+12,0,0,0
26034,1.62E+12,0,0,0
26035,1.62E+12,0,0,0
26036,1.62E+12,0,0,0
26037,1.62E+12,0,0,0
26038,1.62E+12,0,0,0
26039,1.62E+12,0,0,0
26040,1.62E+12,0,0,0
26041,1.62E+12,0,0,0
26042,1.62E+12,0,0,0
26043,1.62E+12,0,0,0
26044,1.62E+12,0,0,0
26045,1.62E+12,0,0,0
26046,1.62E+12,0,0,0
26047,1.62E+12,0,0,0
26048,1.62E+12,0,0,0
26049,1.62E+12,0,0,0
26050,1.62E+12,0,0,0
26051,1.62E+12,0,0,0
26052,1.62E+12,0,0,0
26053,1.62E+12,0,0,0
26054,1.62E+12,0,0,0
26055,1.62E+12,0,0,0
26056,1.62E+12,0,0,0
26057,1.62E+12,0,0,0
26058,1.62E+12,0,0,0
26059,1.62E+12,0,0,0
26060,1.62E+12,0,0,0
26061,1.62E+12,0,0,0
26062,1.62E+12,0,0,0
26063,1.62E+12,0,0,0
26064,1.62E+12,0,0,0
26065,1.62E+12,0,0,0
26066,1.62E+12,0,0,0
26067,1.62E+12,0,0,0
26068,1.62E+12,0,0,0
26069,1.62E+12,0,0,0
26070,1.62E+12,0,0,0
26071,1.62E+12,0,0,0
26072,1.62E+12,0,0,0
26073,1.62E+12,0,0,0
26074,1.62E+12,0,0,0
26075,1.62E+12,0,0,0
26076,1.62E+12,0,0,0
26077,1.62E+12,0,0,0
26078,1.62E+12,0,0,0
26079,1.62E+12,0,0,0
26080,1.62E+12,0,0,0
26081,1.62E+12,0,0,0
26082,1.62E+12,0,0,0
26083,1.62E+12,0,0,0
26084,1.62E+12,0,0,0
26085,1.62E+12,0,0,0
26086,1.62E+12,0,0,0
26087,1.62E+12,0,0,0
26088,1.62E+12,0,0,0
26089,1.62E+12,0,0,0
26090,1.62E+12,0,0,0
26091,1.62E+12,0,0,0
26092,1.62E+12,0,0,0
26093,1.62E+12,0,0,0
26094,1.62E+12,0,0,0
26095,1.62E+12,0,0,0
26096,1.62E+12,0,0,0
26097,1.62E+12,0,0,0
26098,1.62E+12,0,0,0
26099,1.62E+12,0,0,0
26100,1.62E+12,0,0,0
26101,1.62E+12,0,0,0
26102,1.62E+12,0,0,0
26103,1.62E+12,0,0,0
26104,1.62E+12,0,0,0
26105,1.62E+12,0,0,0
26106,1.62E+12,0,0,0
26107,1.62E+12,0,0,0
26108,1.62E+12,0,0,0
26109,1.62E+12,0,0,0
26110,1.62E+12,0,0,0
26111,1.62E+12,0,0,0
26112,1.62E+12,0,0,0
26113,1.62E+12,0,0,0
26114,1.62E+12,0,0,0
26115,1.62E+12,0,0,0
26116,1.62E+12,0,0,0
26117,1.62E+12,0,0,0
26118,1.62E+12,0,0,0
26119,1.62E+12,0,0,0
26120,1.62E+12,0,0,0
26121,1.62E+12,0,0,0
26122,1.62E+12,0,0,0
26123,1.62E+12,0,0,0
26124,1.62E+12,0,0,0
26125,1.62E+12,0,0,0
26126,1.62E+12,0,0,0
26127,1.62E+12,0,0,0
26128,1.62E+12,0,0,0
26129,1.62E+12,0,0,0
26130,1.62E+12,0,0,0
26131,1.62E+12,0,0,0
26132,1.62E+12,0,0,0
26133,1.62E+12,0,0,0
26134,1.62E+12,0,0,0
26135,1.62E+12,0,0,0
26136,1.62E+12,0,0,0
26137,1.62E+12,0,0,0
26138,1.62E+12,0,0,0
26139,1.62E+12,0,0,0
26140,1.62E+12,0,0,0
26141,1.62E+12,0,0,0
26142,1.62E+12,0,0,0
26143,1.62E+12,0,0,0
26144,1.62E+12,0,0,0
26145,1.62E+12,0,0,0
26146,1.62E+12,0,0,0
26147,1.62E+12,0,0,0
26148,1.62E+12,0,0,0
26149,1.62E+12,0,0,0
26150,1.62E+12,0,0,0
26151,1.62E+12,0,0,0
26152,1.62E+12,0,0,0
26153,1.62E+12,0,0,0
26154,1.62E+12,0,0,0
26155,1.62E+12,0,0,0
26156,1.62E+12,0,0,0
26157,1.62E+12,0,0,0
26158,1.62E+12,0,0,0
26159,1.62E+12,0,0,0
26160,1.62E+12,0,0,0
26161,1.62E+12,0,0,0
26162,1.62E+12,0,0,0
26163,1.62E+12,0,0,0
26164,1.62E+12,0,0,0
26165,1.62E+12,0,0,0
26166,1.62E+12,0,0,0
26167,1.62E+12,0,0,0
26168,1.62E+12,0,0,0
26169,1.62E+12,0,0,0
26170,1.62E+12,0,0,0
26171,1.62E+12,0,0,0
26172,1.62E+12,0,0,0
26173,1.62E+12,0,0,0
26174,1.62E+12,0,0,0
26175,1.62E+12,0,0,0
26176,1.62E+12,0,0,0
26177,1.62E+12,0,0,0
26178,1.62E+12,0,0,0
26179,1.62E+12,0,0,0
26180,1.62E+12,0,0,0
26181,1.62E+12,0,0,0
26182,1.62E+12,0,0,0
26183,1.62E+12,0,0,0
26184,1.62E+12,0,0,0
26185,1.62E+12,0,0,0
26186,1.62E+12,0,0,0
26187,1.62E+12,0,0,0
26188,1.62E+12,0,0,0
26189,1.62E+12,0,0,0
26190,1.62E+12,0,0,0
26191,1.62E+12,0,0,0
26192,1.62E+12,0,0,0
26193,1.62E+12,0,0,0
26194,1.62E+12,0,0,0
26195,1.62E+12,0,0,0
26196,1.62E+12,0,0,0
26197,1.62E+12,0,0,0
26198,1.62E+12,0,0,0
26199,1.62E+12,0,0,0
26200,1.62E+12,0,0,0
26201,1.62E+12,0,0,0
26202,1.62E+12,0,0,0
26203,1.62E+12,0,0,0
26204,1.62E+12,0,0,0
26205,1.62E+12,0,0,0
26206,1.62E+12,0,0,0
26207,1.62E+12,0,0,0
26208,1.62E+12,0,0,0
26209,1.62E+12,0,0,0
26210,1.62E+12,0,0,0
26211,1.62E+12,0,0,0
26212,1.62E+12,0,0,0
26213,1.62E+12,0,0,0
26214,1.62E+12,0,0,0
26215,1.62E+12,0,0,0
26216,1.62E+12,0,0,0
26217,1.62E+12,0,0,0
26218,1.62E+12,0,0,0
26219,1.62E+12,0,0,0
26220,1.62E+12,0,0,0
26221,1.62E+12,0,0,0
26222,1.62E+12,0,0,0
26223,1.62E+12,0,0,0
26224,1.62E+12,0,0,0
26225,1.62E+12,0,0,0
26226,1.62E+12,0,0,0
26227,1.62E+12,0,0,0
26228,1.62E+12,0,0,0
26229,1.62E+12,0,0,0
26230,1.62E+12,0,0,0
26231,1.62E+12,0,0,0
26232,1.62E+12,0,0,0
26233,1.62E+12,0,0,0
26234,1.62E+12,0,0,0
26235,1.62E+12,0,0,0
26236,1.62E+12,0,0,0
26237,1.62E+12,0,0,0
26238,1.62E+12,0,0,0
26239,1.62E+12,0,0,0
26240,1.62E+12,0,0,0
26241,1.62E+12,0,0,0
26242,1.62E+12,0,0,0
26243,1.62E+12,0,0,0
26244,1.62E+12,0,0,0
26245,1.62E+12,0,0,0
26246,1.62E+12,0,0,0
26247,1.62E+12,0,0,0
26248,1.62E+12,0,0,0
26249,1.62E+12,0,0,0
26250,1.62E+12,0,0,0
26251,1.62E+12,0,0,0
26252,1.62E+12,0,0,0
26253,1.62E+12,0,0,0
26254,1.62E+12,0,0,0
26255,1.62E+12,0,0,0
26256,1.62E+12,0,0,0
26257,1.62E+12,0,0,0
26258,1.62E+12,0,0,0
26259,1.62E+12,0,0,0
26260,1.62E+12,0,0,0
26261,1.62E+12,0,0,0
26262,1.62E+12,0,0,0
26263,1.62E+12,0,0,0
26264,1.62E+12,0,0,0
26265,1.62E+12,0,0,0
26266,1.62E+12,0,0,0
26267,1.62E+12,0,0,0
26268,1.62E+12,0,0,0
26269,1.62E+12,0,0,0
26270,1.62E+12,0,0,0
26271,1.62E+12,0,0,0
26272,1.62E+12,0,0,0
26273,1.62E+12,0,0,0
26274,1.62E+12,0,0,0
26275,1.62E+12,0,0,0
26276,1.62E+12,0,0,0
26277,1.62E+12,0,0,0
26278,1.62E+12,0,0,0
26279,1.62E+12,0,0,0
26280,1.62E+12,0,0,0
26281,1.62E+12,0,0,0
26282,1.62E+12,0,0,0
26283,1.62E+12,0,0,0
26284,1.62E+12,0,0,0
26285,1.62E+12,0,0,0
26286,1.62E+12,0,0,0
26287,1.62E+12,0,0,0
26288,1.62E+12,0,0,0
26289,1.62E+12,0,0,0
26290,1.62E+12,0,0,0
26291,1.62E+12,0,0,0
26292,1.62E+12,0,0,0
26293,1.62E+12,0,0,0
26294,1.62E+12,0,0,0
26295,1.62E+12,0,0,0
26296,1.62E+12,0,0,0
26297,1.62E+12,0,0,0
26298,1.62E+12,0,0,0
26299,1.62E+12,0,0,0
26300,1.62E+12,0,0,0
26301,1.62E+12,0,0,0
26302,1.62E+12,0,0,0
26303,1.62E+12,0,0,0
26304,1.62E+12,0,0,0
26305,1.62E+12,0,0,0
26306,1.62E+12,0,0,0
26307,1.62E+12,0,0,0
26308,1.62E+12,0,0,0
26309,1.62E+12,0,0,0
26310,1.62E+12,0,0,0
26311,1.62E+12,0,0,0
26312,1.62E+12,0,0,0
26313,1.62E+12,0,0,0
26314,1.62E+12,0,0,0
26315,1.62E+12,0,0,0
26316,1.62E+12,0,0,0
26317,1.62E+12,0,0,0
26318,1.62E+12,0,0,0
26319,1.62E+12,0,0,0
26320,1.62E+12,0,0,0
26321,1.62E+12,0,0,0
26322,1.62E+12,0,0,0
26323,1.62E+12,0,0,0
26324,1.62E+12,0,0,0
26325,1.62E+12,0,0,0
26326,1.62E+12,0,0,0
26327,1.62E+12,0,0,0
26328,1.62E+12,0,0,0
26329,1.62E+12,0,0,0
26330,1.62E+12,0,0,0
26331,1.62E+12,0,0,0
26332,1.62E+12,0,0,0
26333,1.62E+12,0,0,0
26334,1.62E+12,0,0,0
26335,1.62E+12,0,0,0
26336,1.62E+12,0,0,0
26337,1.62E+12,0,0,0
26338,1.62E+12,0,0,0
26339,1.62E+12,0,0,0
26340,1.62E+12,0,0,0
26341,1.62E+12,0,0,0
26342,1.62E+12,0,0,0
26343,1.62E+12,0,0,0
26344,1.62E+12,0,0,0
26345,1.62E+12,0,0,0
26346,1.62E+12,0,0,0
26347,1.62E+12,0,0,0
26348,1.62E+12,0,0,0
26349,1.62E+12,0,0,0
26350,1.62E+12,0,0,0
26351,1.62E+12,0,0,0
26352,1.62E+12,0,0,0
26353,1.62E+12,0,0,0
26354,1.62E+12,0,0,0
26355,1.62E+12,0,0,0
26356,1.62E+12,0,0,0
26357,1.62E+12,0,0,0
26358,1.62E+12,0,0,0
26359,1.62E+12,0,0,0
26360,1.62E+12,0,0,0
26361,1.62E+12,0,0,0
26362,1.62E+12,0,0,0
26363,1.62E+12,0,0,0
26364,1.62E+12,0,0,0
26365,1.62E+12,0,0,0
26366,1.62E+12,0,0,0
26367,1.62E+12,0,0,0
26368,1.62E+12,0,0,0
26369,1.62E+12,0,0,0
26370,1.62E+12,0,0,0
26371,1.62E+12,0,0,0
26372,1.62E+12,0,0,0
26373,1.62E+12,0,0,0
26374,1.62E+12,0,0,0
26375,1.62E+12,0,0,0
26376,1.62E+12,0,0,0
26377,1.62E+12,0,0,0
26378,1.62E+12,0,0,0
26379,1.62E+12,0,0,0
26380,1.62E+12,0,0,0
26381,1.62E+12,0,0,0
26382,1.62E+12,0,0,0
26383,1.62E+12,0,0,0
26384,1.62E+12,0,0,0
26385,1.62E+12,0,0,0
26386,1.62E+12,0,0,0
26387,1.62E+12,0,0,0
26388,1.62E+12,0,0,0
26389,1.62E+12,0,0,0
26390,1.62E+12,0,0,0
26391,1.62E+12,0,0,0
26392,1.62E+12,0,0,0
26393,1.62E+12,0,0,0
26394,1.62E+12,0,0,0
26395,1.62E+12,0,0,0
26396,1.62E+12,0,0,0
26397,1.62E+12,0,0,0
26398,1.62E+12,0,0,0
26399,1.62E+12,0,0,0
26400,1.62E+12,0,0,0
26401,1.62E+12,0,0,0
26402,1.62E+12,0,0,0
26403,1.62E+12,0,0,0
26404,1.62E+12,0,0,0
26405,1.62E+12,0,0,0
26406,1.62E+12,0,0,0
26407,1.62E+12,0,0,0
26408,1.62E+12,0,0,0
26409,1.62E+12,0,0,0
26410,1.62E+12,0,0,0
26411,1.62E+12,0,0,0
26412,1.62E+12,0,0,0
26413,1.62E+12,0,0,0
26414,1.62E+12,0,0,0
26415,1.62E+12,0,0,0
26416,1.62E+12,0,0,0
26417,1.62E+12,0,0,0
26418,1.62E+12,0,0,0
26419,1.62E+12,0,0,0
26420,1.62E+12,0,0,0
26421,1.62E+12,0,0,0
26422,1.62E+12,0,0,0
26423,1.62E+12,0,0,0
26424,1.62E+12,0,0,0
26425,1.62E+12,0,0,0
26426,1.62E+12,0,0,0
26427,1.62E+12,0,0,0
26428,1.62E+12,0,0,0
26429,1.62E+12,0,0,0
26430,1.62E+12,0,0,0
26431,1.62E+12,0,0,0
26432,1.62E+12,0,0,0
26433,1.62E+12,0,0,0
26434,1.62E+12,0,0,0
26435,1.62E+12,0,0,0
26436,1.62E+12,0,0,0
26437,1.62E+12,0,0,0
26438,1.62E+12,0,0,0
26439,1.62E+12,0,0,0
26440,1.62E+12,0,0,0
26441,1.62E+12,0,0,0
26442,1.62E+12,0,0,0
26443,1.62E+12,0,0,0
26444,1.62E+12,0,0,0
26445,1.62E+12,0,0,0
26446,1.62E+12,0,0,0
26447,1.62E+12,0,0,0
26448,1.62E+12,0,0,0
26449,1.62E+12,0,0,0
26450,1.62E+12,0,0,0
26451,1.62E+12,0,0,0
26452,1.62E+12,0,0,0
26453,1.62E+12,0,0,0
26454,1.62E+12,0,0,0
26455,1.62E+12,0,0,0
26456,1.62E+12,0,0,0
26457,1.62E+12,0,0,0
26458,1.62E+12,0,0,0
26459,1.62E+12,0,0,0
26460,1.62E+12,0,0,0
26461,1.62E+12,0,0,0
26462,1.62E+12,0,0,0
26463,1.62E+12,0,0,0
26464,1.62E+12,0,0,0
26465,1.62E+12,0,0,0
26466,1.62E+12,0,0,0
26467,1.62E+12,0,0,0
26468,1.62E+12,0,0,0
26469,1.62E+12,0,0,0
26470,1.62E+12,0,0,0
26471,1.62E+12,0,0,0
26472,1.62E+12,0,0,0
26473,1.62E+12,0,0,0
26474,1.62E+12,0,0,0
26475,1.62E+12,0,0,0
26476,1.62E+12,0,0,0
26477,1.62E+12,0,0,0
26478,1.62E+12,0,0,0
26479,1.62E+12,0,0,0
26480,1.62E+12,0,0,0
26481,1.62E+12,0,0,0
26482,1.62E+12,0,0,0
26483,1.62E+12,0,0,0
26484,1.62E+12,0,0,0
26485,1.62E+12,0,0,0
26486,1.62E+12,0,0,0
26487,1.62E+12,0,0,0
26488,1.62E+12,0,0,0
26489,1.62E+12,0,0,0
26490,1.62E+12,0,0,0
26491,1.62E+12,0,0,0
26492,1.62E+12,0,0,0
26493,1.62E+12,0,0,0
26494,1.62E+12,0,0,0
26495,1.62E+12,0,0,0
26496,1.62E+12,0,0,0
26497,1.62E+12,0,0,0
26498,1.62E+12,0,0,0
26499,1.62E+12,0,0,0
26500,1.62E+12,0,0,0
26501,1.62E+12,0,0,0
26502,1.62E+12,0,0,0
26503,1.62E+12,0,0,0
26504,1.62E+12,0,0,0
26505,1.62E+12,0,0,0
26506,1.62E+12,0,0,0
26507,1.62E+12,0,0,0
26508,1.62E+12,0,0,0
26509,1.62E+12,0,0,0
26510,1.62E+12,0,0,0
26511,1.62E+12,0,0,0
26512,1.62E+12,0,0,0
26513,1.62E+12,0,0,0
26514,1.62E+12,0,0,0
26515,1.62E+12,0,0,0
26516,1.62E+12,0,0,0
26517,1.62E+12,0,0,0
26518,1.62E+12,0,0,0
26519,1.62E+12,0,0,0
26520,1.62E+12,0,0,0
26521,1.62E+12,0,0,0
26522,1.62E+12,0,0,0
26523,1.62E+12,0,0,0
26524,1.62E+12,0,0,0
26525,1.62E+12,0,0,0
26526,1.62E+12,0,0,0
26527,1.62E+12,0,0,0
26528,1.62E+12,0,0,0
26529,1.62E+12,0,0,0
26530,1.62E+12,0,0,0
26531,1.62E+12,0,0,0
26532,1.62E+12,0,0,0
26533,1.62E+12,0,0,0
26534,1.62E+12,0,0,0
26535,1.62E+12,0,0,0
26536,1.62E+12,0,0,0
26537,1.62E+12,0,0,0
26538,1.62E+12,0,0,0
26539,1.62E+12,0,0,0
26540,1.62E+12,0,0,0
26541,1.62E+12,0,0,0
26542,1.62E+12,0,0,0
26543,1.62E+12,0,0,0
26544,1.62E+12,0,0,0
26545,1.62E+12,0,0,0
26546,1.62E+12,0,0,0
26547,1.62E+12,0,0,0
26548,1.62E+12,0,0,0
26549,1.62E+12,0,0,0
26550,1.62E+12,0,0,0
26551,1.62E+12,0,0,0
26552,1.62E+12,0,0,0
26553,1.62E+12,0,0,0
26554,1.62E+12,0,0,0
26555,1.62E+12,0,0,0
26556,1.62E+12,0,0,0
26557,1.62E+12,0,0,0
26558,1.62E+12,0,0,0
26559,1.62E+12,0,0,0
26560,1.62E+12,0,0,0
26561,1.62E+12,0,0,0
26562,1.62E+12,0,0,0
26563,1.62E+12,0,0,0
26564,1.62E+12,0,0,0
26565,1.62E+12,0,0,0
26566,1.62E+12,0,0,0
26567,1.62E+12,0,0,0
26568,1.62E+12,0,0,0
26569,1.62E+12,0,0,0
26570,1.62E+12,0,0,0
26571,1.62E+12,0,0,0
26572,1.62E+12,0,0,0
26573,1.62E+12,0,0,0
26574,1.62E+12,0,0,0
26575,1.62E+12,0,0,0
26576,1.62E+12,0,0,0
26577,1.62E+12,0,0,0
26578,1.62E+12,0,0,0
26579,1.62E+12,0,0,0
26580,1.62E+12,0,0,0
26581,1.62E+12,0,0,0
26582,1.62E+12,0,0,0
26583,1.62E+12,0,0,0
26584,1.62E+12,0,0,0
26585,1.62E+12,0,0,0
26586,1.62E+12,0,0,0
26587,1.62E+12,0,0,0
26588,1.62E+12,0,0,0
26589,1.62E+12,0,0,0
26590,1.62E+12,0,0,0
26591,1.62E+12,0,0,0
26592,1.62E+12,0,0,0
26593,1.62E+12,0,0,0
26594,1.62E+12,0,0,0
26595,1.62E+12,0,0,0
26596,1.62E+12,0,0,0
26597,1.62E+12,0,0,0
26598,1.62E+12,0,0,0
26599,1.62E+12,0,0,0
26600,1.62E+12,0,0,0
26601,1.62E+12,0,0,0
26602,1.62E+12,0,0,0
26603,1.62E+12,0,0,0
26604,1.62E+12,0,0,0
